topic,quote,source,title,filename,quote_by
"\""Sell the alpha, not the feature\"": The enterprise sales playbook for $1M to $10M ARR",Remember that amazing chart you drew where it talked about the length of time it took? I think you picked the top 25 startups.,Lenny's Podcast,"\""Sell the alpha, not the feature\"": The enterprise sales playbook for $1M to $10M ARR | Jen Abel",podcasts/jen-abel.md,Jen Abel
"\""Sell the alpha, not the feature\"": The enterprise sales playbook for $1M to $10M ARR","Yeah. I think it's about, some people say 500, some people say a million.",Lenny's Podcast,"\""Sell the alpha, not the feature\"": The enterprise sales playbook for $1M to $10M ARR | Jen Abel",podcasts/jen-abel.md,Jen Abel
"\""Sell the alpha, not the feature\"": The enterprise sales playbook for $1M to $10M ARR","Yes, that is important down market. That is important if you're selling a $3,000 tool, you absolutely want to be demoing as fast as humanly possible because it's a high-volume game.",Lenny's Podcast,"\""Sell the alpha, not the feature\"": The enterprise sales playbook for $1M to $10M ARR | Jen Abel",podcasts/jen-abel.md,Jen Abel
Jenny Wen,"At the max, I probably had, I think, 12, 15 designers or so, and I had a few managers as well.",Lenny's Podcast,Jenny Wen,podcasts/jenny-wen.md,Jenny Wen
Jenny Wen,"I did a 10-day meditation retreat a while ago, and I came back from it and it's like, ""Dad, you've been right all along. This is the answer to it all.",Lenny's Podcast,Jenny Wen,podcasts/jenny-wen.md,Lenny Rachitsky
Hard truths about building in the AI era,"There are tactics you can learn. I think the tactics work pretty well within the middle of a bell curve distribution of moving yourself 10, 20 degrees within that bell curve.",Lenny's Podcast,Hard truths about building in the AI era | Keith Rabois (Khosla Ventures),podcasts/keith-rabois.md,Keith Rabois
Hard truths about building in the AI era,"So I've read some research on the topic. And if you ask yourself 30 days after any hire, ""Would you make the same decision?"" That 30-day loop is pretty useful and it basically it's as accurate as measuring in a year or two years out.",Lenny's Podcast,Hard truths about building in the AI era | Keith Rabois (Khosla Ventures),podcasts/keith-rabois.md,Keith Rabois
Hard truths about building in the AI era,"So yes, in the enterprise when you have ... I work with a company in AI that has 30 must win accounts.",Lenny's Podcast,Hard truths about building in the AI era | Keith Rabois (Khosla Ventures),podcasts/keith-rabois.md,Keith Rabois
The rise of the professional vibe coder,"I like to use the Aladdin and the Genie analogy. You rub the lamp, a genie comes out, ""I'll grant you three wishes."" The first wish is, ""I want to be taller."" Genie makes me 13 feet tall because I was not specific.",Lenny's Podcast,The rise of the professional vibe coder (a new AI-era job) | Lazar Jovanovic (Professional Vibe Coder),podcasts/lazar-jovanovic.md,Lazar Jovanovic
The rise of the professional vibe coder,"So he was like, ""Now, when I translated it into AI, I was hired to do a job, technical job, technical writer, whatever. I became obsolete six months later."" Humans did not get the 20 years that horses did.",Lenny's Podcast,The rise of the professional vibe coder (a new AI-era job) | Lazar Jovanovic (Professional Vibe Coder),podcasts/lazar-jovanovic.md,Lazar Jovanovic
The hidden pattern behind successful products,"I believe that, and I did that building Zynga to a fault. We got to a point that I had all the way to 50 employees.",Lenny's Podcast,The hidden pattern behind successful products | Mark Pincus (Founder of Zynga),podcasts/mark-pincus.md,Mark Pincus
"The high-growth handbook: Molly Graham’s frameworks for leading through chaos, change, and scale","And that equation, again, I would say 80% of problems that I see, performance issues. I always start with, ""Does this person actually know what you expect of them?"" If not, go back to step one.",Lenny's Podcast,"The high-growth handbook: Molly Graham’s frameworks for leading through chaos, change, and scale",podcasts/molly-graham.md,Molly Graham
"A guide to difficult conversations, building high-trust teams, and designing a life you love","I came into the team, there was I think 12 senior engineers, very opinionated, very skeptical, this non-technical PM, but we worked together. And what I did was I listened.",Lenny's Podcast,"A guide to difficult conversations, building high-trust teams, and designing a life you love | Rachel Lockett",podcasts/rachel-lockett.md,Rachel Lockett
"The secret to better AI prototypes: Why Tinder’s CPO starts with JSON, not design",And what I realized as I've kind of been through the journey over the last 18 months is that the speed that startups have is not really about velocity.,Lenny's Podcast,"The secret to better AI prototypes: Why Tinder’s CPO starts with JSON, not design | Ravi Mehta (product advisor, previously EIR at Reforge)",podcasts/ravi-mehta.md,Ravi Mehta
How to show up in any room with a low heart rate: Silicon Valley’s missing etiquette playbook,"100%. And I think this is like, I've seen this with entrepreneurs.",Lenny's Podcast,How to show up in any room with a low heart rate: Silicon Valley’s missing etiquette playbook | Sam Lessin,podcasts/sam-lessin.md,Sam Lessin
How to show up in any room with a low heart rate: Silicon Valley’s missing etiquette playbook,"Just tip a lot. I think 10, 20% is the minimum.",Lenny's Podcast,How to show up in any room with a low heart rate: Silicon Valley’s missing etiquette playbook | Sam Lessin,podcasts/sam-lessin.md,Sam Lessin
Sherwin Wu V2,"And this book was written in 1980, so this is a while ago. And I think that metaphor has actually kind of persisted over time.",Lenny's Podcast,Sherwin Wu V2,podcasts/sherwin-wu-v2.md,Sherwin Wu
Sherwin Wu V2,"Another thing over the next 12 to 18 months, what I think would be really cool is improvements in the multimodal models.",Lenny's Podcast,Sherwin Wu V2,podcasts/sherwin-wu-v2.md,Sherwin Wu
"An AI state of the union: We’ve passed the inflection point, dark factories are coming, and automation timelines","Well, let's talk about all of 2025 very briefly. 2025 was the year that especially Anthropic and OpenAI realized that code is the application, like having these things generate code.",Lenny's Podcast,"An AI state of the union: We’ve passed the inflection point, dark factories are coming, and automation timelines | Simon Willison",podcasts/simon-willison.md,Simon Willison
"Father of the iPod and iPhone on building taste, judgment, and creativity in the AI era","I got to ask about maybe the most famous, I don't know, tagline of all time when a product was launched, ""1,000 songs in your pocket.""",Lenny's Podcast,"Father of the iPod and iPhone on building taste, judgment, and creativity in the AI era | Tony Fadell",podcasts/tony-fadell.md,Lenny Rachitsky
The non-technical PM’s guide to building with Cursor,"Exactly, exactly. 100% this is how I think about it.",Lenny's Podcast,The non-technical PM’s guide to building with Cursor | Zevi Arnovitz (Meta),podcasts/zevi-arnovitz.md,Zevi Arnovitz
The non-technical PM’s guide to building with Cursor,"100%. The one thing I'll say is that I think just like working in general with AI and even just like working on any product, doing constant postmortems is critical.",Lenny's Podcast,The non-technical PM’s guide to building with Cursor | Zevi Arnovitz (Meta),podcasts/zevi-arnovitz.md,Zevi Arnovitz
The non-technical PM’s guide to building with Cursor,"It's the best time to be live. 100%. I think that I understand the fear, but AI just makes it so much possible.",Lenny's Podcast,The non-technical PM’s guide to building with Cursor | Zevi Arnovitz (Meta),podcasts/zevi-arnovitz.md,Zevi Arnovitz
The non-technical PM’s guide to building with Cursor,"And I'll be on the phone with him and I'll be like, ""Hey, I would just basically stall."" And then I'd somehow come back with a challenge. And I ended up getting a really great price, like 12 and a half dollars a piece.",Lenny's Podcast,The non-technical PM’s guide to building with Cursor | Zevi Arnovitz (Meta),podcasts/zevi-arnovitz.md,Zevi Arnovitz
How to build your PM second brain with ChatGPT,"Someone smarter than me once said, “AI won’t replace you, but a person using AI better than you might.” I believe this is exactly right.",Lenny's Newsletter,How to build your PM second brain with ChatGPT,newsletters/how-to-build-your-pm-second-brain-with-chatgpt.md,Lenny Rachitsky
Why experts writing AI evals is creating the fastest-growing companies in history,"On the other hand, in software development, I think we can ship 100 times more features for our products, move 100 times faster, build so much more. There's just it feels like there's unlimited demand for the industry.",Lenny's Podcast,Why experts writing AI evals is creating the fastest-growing companies in history | Brendan Foody (CEO of Mercor),podcasts/brendan-foody.md,Brendan Foody
Beyond vibe checks: A PM’s complete guide to evals,"3. Build a representative dataset: Collect these interactions into a structured dataset, ideally annotated with “ground truth” (human labels) for accuracy.",Lenny's Newsletter,Beyond vibe checks: A PM’s complete guide to evals,newsletters/beyond-vibe-checks-a-pms-complete-guide-to-evals.md,Lenny Rachitsky
Beyond vibe checks: A PM’s complete guide to evals,"1. Tip: You can add a few examples to your prompt of “good” and “bad” evals to ground the LLM response, as a form of “few-shot prompting.” 2.",Lenny's Newsletter,Beyond vibe checks: A PM’s complete guide to evals,newsletters/beyond-vibe-checks-a-pms-complete-guide-to-evals.md,Lenny Rachitsky
Beyond vibe checks: A PM’s complete guide to evals,1. Making evals too complex too quickly can create “noisy” signals (and cause the team to lose trust in the approach).,Lenny's Newsletter,Beyond vibe checks: A PM’s complete guide to evals,newsletters/beyond-vibe-checks-a-pms-complete-guide-to-evals.md,Lenny Rachitsky
Everyone should be using Claude Code more,"1. On a Mac, press Command (⌘) + Space, type “Terminal”, and hit Return 2.",Lenny's Newsletter,Everyone should be using Claude Code more,newsletters/everyone-should-be-using-claude-code-more.md,Lenny Rachitsky
Everyone should be using Claude Code more,Prompt: “Download all of the images in high-res from this Google Doc: [URL]”. This paired well with item #2.,Lenny's Newsletter,Everyone should be using Claude Code more,newsletters/everyone-should-be-using-claude-code-more.md,Lenny Rachitsky
Everyone should be using Claude Code more,Prompt: “Pick a random row from this Google Sheet to select a winner for a giveaway.” I used this for a recent Sora 2 giveaway in our subscriber Slack community.,Lenny's Newsletter,Everyone should be using Claude Code more,newsletters/everyone-should-be-using-claude-code-more.md,Lenny Rachitsky
Everyone should be using Claude Code more,“I literally just typed: look at what I’m building and identify the top 5 companies in my area that would be good for a pilot for this. Then I go to LinkedIn and message them.,Lenny's Newsletter,Everyone should be using Claude Code more,newsletters/everyone-should-be-using-claude-code-more.md,Lenny Rachitsky
Product manager is an unfair role. So work unfairly.,2. Cheat your way out of meetings with “59-second Looms”,Lenny's Newsletter,Product manager is an unfair role. So work unfairly.,newsletters/product-manager-is-an-unfair-role-so-work-unfairly.md,Lenny Rachitsky
What people are vibe coding,"“I created a daily newsletter (with an audience of 1) that emails me every day at lunchtime: - A story in the language I’m learning, geared toward my beginner level.",Lenny's Newsletter,What people are vibe coding (and actually using),newsletters/what-people-are-vibe-coding-and-actually-using.md,Lenny Rachitsky
What people are vibe coding,“Immigrants from India and China have a 10- to 20-year journey where you have to file something every couple of years.,Lenny's Newsletter,What people are vibe coding (and actually using),newsletters/what-people-are-vibe-coding-and-actually-using.md,Lenny Rachitsky
What people are vibe coding,"1. “My 11-year-old just started her summer vacation and was getting bored, so I made her a Replit account and asked her to build a game.",Lenny's Newsletter,What people are vibe coding (and actually using),newsletters/what-people-are-vibe-coding-and-actually-using.md,Lenny Rachitsky
Aishwarya Naresh Reganti + Kiriti Badam,"But if you make a bunch of practitioners sit together and ask them, ""Is it important to build an actionable feedback loop for AI products?"" I think all of them will agree. Now, how you do that really depends on your application itself.",Lenny's Podcast,Aishwarya Naresh Reganti + Kiriti Badam,podcasts/aishwarya-naresh-reganti--kiriti-badam.md,Aishwarya Naresh Reganti
How to find hidden growth opportunities in your product,"Well, what I'd love is play against someone real and here's where you should move. Just like, ""Hey, here's we're going to help you win.""",Lenny's Podcast,"How to find hidden growth opportunities in your product | Albert Cheng (Duolingo, Grammarly, Chess.com)",podcasts/albert-cheng.md,Lenny Rachitsky
A rational conversation on where AI is actually going,"We're all sitting talking about it, and Tate says, ""It's a low margin reseller, one time sells."" ""You can say dotcom all you like, it's a low margin reseller."" And I think that's the crux of this, is they're undifferentiated commodity infrastructure providers.",Lenny's Podcast,A rational conversation on where AI is actually going | Benedict Evans,podcasts/benedict-evans.md,Benedict Evans
Boris Cherny,"And, honestly, this was just me struggling with, ""What should we build?"" For the last year, Claude Code has just been all I think about. And so, just late at night this is just something I was thinking about like, ""Okay.",Lenny's Podcast,Boris Cherny,podcasts/boris-cherny.md,Boris Cherny
Boris Cherny,"And so, when we first started building Claude Code, I think a lot of the way that people approached designing things with LLMs is they put the model in a box, and they were like, ""Here's this application that I want to build.",Lenny's Podcast,Boris Cherny,podcasts/boris-cherny.md,Boris Cherny
Why experts writing AI evals is creating the fastest-growing companies in history,"I think Greg Brockman tweeted this once. ""Evals are all you need.""",Lenny's Podcast,Why experts writing AI evals is creating the fastest-growing companies in history | Brendan Foody (CEO of Mercor),podcasts/brendan-foody.md,Lenny Rachitsky
Why we’re at the beginning of the AI hardware boom,"Okay. Coming back to just the question of, say a company's like, ""Okay, we need to build some hardware.",Lenny's Podcast,"Why we’re at the beginning of the AI hardware boom | Caitlin Kalinowski (ex–OpenAI, Meta, Apple)",podcasts/caitlin-kalinowski.md,Lenny Rachitsky
Al Engineering 101 with Chip Huyen,"A question that get asked a lot and a lot is, ""How do we keep up to date with the latest AI news?"" Why do you need to keep up to date with the latest AI news?",Lenny's Podcast,"Al Engineering 101 with Chip Huyen (Nvidia, Stanford, Netflix)",podcasts/chip-huyen.md,Chip Huyen
From skeptic to true believer: How OpenClaw changed my life,"And that's such a good point right there because I think people seeing this might feel overwhelmed like, ""Wait, I have to come up with all these things""",Lenny's Podcast,From skeptic to true believer: How OpenClaw changed my life | Claire Vo,podcasts/claire-vo-openclaw.md,Lenny Rachitsky
"The AI paradox: More automation, more humans, more work","Proof is open source so, ""Here's what I think is going on in the code base."" And then we just get that, it becomes a GitHub issue, and then we can just send off an agent to fix it.",Lenny's Podcast,"The AI paradox: More automation, more humans, more work | Dan Shipper",podcasts/dan-shipper-2.md,Dan Shipper
"The AI paradox: More automation, more humans, more work","I think that will change rapidly at some point where it'll be like, ""Oh no, I'm way behind."" But for now, or maybe even middle managers, those kinds of people, I think it's fairly similar. I think maybe sales because it's so in person.",Lenny's Podcast,"The AI paradox: More automation, more humans, more work | Dan Shipper",podcasts/dan-shipper-2.md,Dan Shipper
"The AI paradox: More automation, more humans, more work","I know. I was at their event with you, their Code with Claude event with you last week or a couple weeks ago and they're all using mythos and I'm like, ""God, damn it."" It's so annoying, but I think that's totally true.",Lenny's Podcast,"The AI paradox: More automation, more humans, more work | Dan Shipper",podcasts/dan-shipper-2.md,Dan Shipper
"The Godmother of AI on jobs, robots & why world models are next","There's this line, I think, this was when you were presenting to Congress, ""There's nothing artificial about AI. It's inspired by people.",Lenny's Podcast,"The Godmother of AI on jobs, robots & why world models are next | Dr. Fei-Fei Li",podcasts/dr-fei-fei-li.md,Lenny Rachitsky
Elena Verna 4.0,"The CEO clearly is an important variable in this, them. In this case, Anton just tweeting, ""Here's what's going on Lovable.",Lenny's Podcast,Elena Verna 4.0,podcasts/elena-verna-40.md,Lenny Rachitsky
Elena Verna 4.0,"... are thinking about, ""Should I join a Lovable? Should I join a Cursor?",Lenny's Podcast,Elena Verna 4.0,podcasts/elena-verna-40.md,Lenny Rachitsky
Elena Verna 4.0,"For people that maybe have trouble setting boundaries or just not good at this, anything, what works for you? Is it as easy as just telling people, ""Here's where I need to leave""?",Lenny's Podcast,Elena Verna 4.0,podcasts/elena-verna-40.md,Lenny Rachitsky
Building the most AI-pilled engineering team in the world,"In terms of frustration, I think sometimes I also see a little bit of fear. For anything that there is a fear, my advice is lean in and ask, "" What can I do about it?",Lenny's Podcast,Building the most AI-pilled engineering team in the world | Fiona Fung (Manager of the Claude Code and Cowork Teams),podcasts/fiona-fung.md,Fiona Fung
Building the most AI-pilled engineering team in the world,"All of this... There was another saying I really like, ""Don't forsake motion for progress."" Because if you're measuring tool user usage, then you're measuring the action, but is it really making whatever the end outcome of yours important?",Lenny's Podcast,Building the most AI-pilled engineering team in the world | Fiona Fung (Manager of the Claude Code and Cowork Teams),podcasts/fiona-fung.md,Fiona Fung
Building the most AI-pilled engineering team in the world,"So I'm like, ""Oh, the Marketplace feed didn't even load very well on these low LTE situations."" What a growth block that you can't even load, but again, that's why it's so important to always listen to customer feedback and get that fast feedback loop.",Lenny's Podcast,Building the most AI-pilled engineering team in the world | Fiona Fung (Manager of the Claude Code and Cowork Teams),podcasts/fiona-fung.md,Fiona Fung
“Dumbest idea I’ve heard” to $100M ARR: Inside the rise of Gamma,"... it's not just like, ""Look how amazing I am. Check out my amazing products."" Like, ""Here's a thing I learned.",Lenny's Podcast,“Dumbest idea I’ve heard” to $100M ARR: Inside the rise of Gamma | Grant Lee (CEO),podcasts/grant-lee.md,Lenny Rachitsky
5 questions to ask when your product stops growing,"The last question is, do you need to grow? We all have heard the phrase, ""If you're not growing, you're dying."" Is that true or is that the kind of thing that investors use to make founders try to grow even when they shouldn't?",Lenny's Podcast,5 questions to ask when your product stops growing | Jason Cohen (2x unicorn founder),podcasts/jason-cohen.md,Jason Cohen
5 questions to ask when your product stops growing,"A good way to do that is to say, ""Well, then you should be measuring whether they're getting value out of it."" Often we measure usage metrics and other kinds of metrics within our product because we can.",Lenny's Podcast,5 questions to ask when your product stops growing | Jason Cohen (2x unicorn founder),podcasts/jason-cohen.md,Jason Cohen
Jeetu Patel,"I want to take a tangent and make sure people understand what Cisco even does these days. I think as a lay person, you'll think about Cisco and you're like, ""Okay, they WebEx, yes.",Lenny's Podcast,Jeetu Patel,podcasts/jeetu-patel.md,Lenny Rachitsky
Jenny Wen,"I mean, as a former Figmate, maybe I'm biased in that way, but I think there is still ... When I use Figma, I'm like, ""Yes, this is what I should be using."" And it still fills a very good gap for me.",Lenny's Podcast,Jenny Wen,podcasts/jenny-wen.md,Jenny Wen
The art of influence: The single most important skill that AI can’t replace,"And so I think that people think, ""Okay, well, I've got my pizza team and I've got my four engineers and what you're asking is not possible."" Well, if it's not possible, tell them why not.",Lenny's Podcast,"The art of influence: The single most important skill that AI can’t replace | Jessica Fain (Webflow, ex-Slack)",podcasts/jessica-fain.md,Jessica Fain
The art of influence: The single most important skill that AI can’t replace,"And so one trick that I learned, especially working with engineers who often have a very, very high desire for certainty, is to say, ""I don't know the answer right now. I don't know if this is going to be successful.",Lenny's Podcast,"The art of influence: The single most important skill that AI can’t replace | Jessica Fain (Webflow, ex-Slack)",podcasts/jessica-fain.md,Jessica Fain
The rise of the professional vibe coder,"When I insult it, I see that the first message says, ""Okay, the user is mad, so I need to think of ways how to reduce their anxiety or whatever."" I'm like, ""Oh man, I just fell for the worst trick in the book.",Lenny's Podcast,The rise of the professional vibe coder (a new AI-era job) | Lazar Jovanovic (Professional Vibe Coder),podcasts/lazar-jovanovic.md,Lazar Jovanovic
The woman behind Canva shares how she built a $42B company from nothing,"I think a lot of people hearing this might feel like, ""I do this. Yeah, I have a vision.",Lenny's Podcast,The woman behind Canva shares how she built a $42B company from nothing | Melanie Perkins,podcasts/melanie-perkins.md,Lenny Rachitsky
"The secret to better AI prototypes: Why Tinder’s CPO starts with JSON, not design","A second thing is I think oftentimes people refrain from giving feedback when they feel like that feedback is going to be intrusive. So just inviting your manager to say, ""Look, I'm really looking to level up.",Lenny's Podcast,"The secret to better AI prototypes: Why Tinder’s CPO starts with JSON, not design | Ravi Mehta (product advisor, previously EIR at Reforge)",podcasts/ravi-mehta.md,Ravi Mehta
Sherwin Wu V2,"On the flip side of that, there's a lot of, I think, stress and just anxiety around, ""There's so much happening, how do I keep up? I got to learn Clawdbot this week.",Lenny's Podcast,Sherwin Wu V2,podcasts/sherwin-wu-v2.md,Lenny Rachitsky
"An AI state of the union: We’ve passed the inflection point, dark factories are coming, and automation timelines","The next rule though is nobody reads the code, and this is the thing which StrongDM started doing back in, I think it was August last year. They said, ""Okay, we're not going to read the code."" So, what does that mean?",Lenny's Podcast,"An AI state of the union: We’ve passed the inflection point, dark factories are coming, and automation timelines | Simon Willison",podcasts/simon-willison.md,Simon Willison
"An AI state of the union: We’ve passed the inflection point, dark factories are coming, and automation timelines","At the same time, I think it's become undeniable this year that this stuff produces good code. It used to be that you could say, ""I don't use this stuff because the code is bad."" And that was a justifiable position.",Lenny's Podcast,"An AI state of the union: We’ve passed the inflection point, dark factories are coming, and automation timelines | Simon Willison",podcasts/simon-willison.md,Simon Willison
"An AI state of the union: We’ve passed the inflection point, dark factories are coming, and automation timelines","And I feel like the challenge now is getting people to learn how to use this stuff, which is difficult because using this stuff, everyone's like, ""Oh, it must be easy. It's just a chatbot."" It's not easy.",Lenny's Podcast,"An AI state of the union: We’ve passed the inflection point, dark factories are coming, and automation timelines | Simon Willison",podcasts/simon-willison.md,Simon Willison
"Why LinkedIn is turning PMs into AI-powered \""full stack builders”","Those are the ultimate things where you don't need to say them as much anymore. Okay, so the phrase again is, ""We might be wrong but we're not confused.""",Lenny's Podcast,"Why LinkedIn is turning PMs into AI-powered \""full stack builders” | Tomer Cohen (LinkedIn CPO)",podcasts/tomer-cohen.md,Lenny Rachitsky
Building the most AI-pilled engineering team in the world,"But even starting with a high level framework like that and because if not, I think sometimes with dashboards you can have time to load or all these other, but when you're dealing with a lot of different product surfaces, it's harder to go, ""Wait, is that a…",Lenny's Podcast,Building the most AI-pilled engineering team in the world | Fiona Fung (Manager of the Claude Code and Cowork Teams),podcasts/fiona-fung.md,Fiona Fung
5 questions to ask when your product stops growing,"What you want to do is say, ""What made you cancel?"" In other words, what about the product or situation or whatever caused the cancellation? Just phrasing it that way, you get much better results.",Lenny's Podcast,5 questions to ask when your product stops growing | Jason Cohen (2x unicorn founder),podcasts/jason-cohen.md,Jason Cohen
"The high-growth handbook: Molly Graham’s frameworks for leading through chaos, change, and scale","It is so hard and all these things are muscles, you get better at ... They don't become easy, it's not like anybody who's like, ""Oh, it's so ...",Lenny's Podcast,"The high-growth handbook: Molly Graham’s frameworks for leading through chaos, change, and scale",podcasts/molly-graham.md,Molly Graham
A guide to AI prototyping for product managers,“Implement an inline price filter as a component of the search bar. It should appear next to ‘Add guests’ in its own section.,Lenny's Newsletter,A guide to AI prototyping for product managers,newsletters/a-guide-to-ai-prototyping-for-product-managers.md,Lenny Rachitsky
A guide to AI prototyping for product managers,Selecting the input should pop up a price filter with minimum and maximum values. The background of the pop-up should be white and should cover elements beneath it.”,Lenny's Newsletter,A guide to AI prototyping for product managers,newsletters/a-guide-to-ai-prototyping-for-product-managers.md,Lenny Rachitsky
A guide to AI prototyping for product managers,“Can you add a price slider? It should have a blue line and a black node.,Lenny's Newsletter,A guide to AI prototyping for product managers,newsletters/a-guide-to-ai-prototyping-for-product-managers.md,Lenny Rachitsky
A guide to AI prototyping for product managers,“Please implement a mock AI email writer. This should be accessible from the left nav.”,Lenny's Newsletter,A guide to AI prototyping for product managers,newsletters/a-guide-to-ai-prototyping-for-product-managers.md,Lenny Rachitsky
Beyond vibe checks: A PM’s complete guide to evals,Defining the terminology and label: “‘Friendly’ would be defined as using an exclamation point in response and generally being helpful. The response should never have a negative tone.”,Lenny's Newsletter,Beyond vibe checks: A PM’s complete guide to evals,newsletters/beyond-vibe-checks-a-pms-complete-guide-to-evals.md,Lenny Rachitsky
Essential reading for product builders—part 1,"“If you ask entrepreneurs or VCs which of team, product, or market is most important, many will say team.",Lenny's Newsletter,Essential reading for product builders—part 1,newsletters/essential-reading-for-product-builders-part-1.md,Lenny Rachitsky
How to build your PM second brain with ChatGPT,`“This panel should expand on hover. This tooltip should guide users through setup.,Lenny's Newsletter,How to build your PM second brain with ChatGPT,newsletters/how-to-build-your-pm-second-brain-with-chatgpt.md,Lenny Rachitsky
Product manager is an unfair role. So work unfairly.,Schedule the next meeting (i.e. screenshare the “find a time” screen that can be moved: “Let’s make sure we get this on the calendar and move anything we need to”),Lenny's Newsletter,Product manager is an unfair role. So work unfairly.,newsletters/product-manager-is-an-unfair-role-so-work-unfairly.md,Lenny Rachitsky
How to find hidden growth opportunities in your product,40%. I think you're an okay place.,Lenny's Podcast,"How to find hidden growth opportunities in your product | Albert Cheng (Duolingo, Grammarly, Chess.com)",podcasts/albert-cheng.md,Albert Cheng
A rational conversation on where AI is actually going,"Yeah. I don't know, maybe this is because I'm British and we haven't had political violence in 500 years, and I think maybe if I came from Iran, I'd have a different attitude to being calm about the future.",Lenny's Podcast,A rational conversation on where AI is actually going | Benedict Evans,podcasts/benedict-evans.md,Benedict Evans
"Sequoia CEO coach: Why it’s never been easier to start a company, and never been harder to scale one","I think even me, I've been doing this for 150 years, I still think I overrate my ability to interview someone, and really know if they're a good fit. I give a couple pieces of advice.",Lenny's Podcast,"Sequoia CEO coach: Why it’s never been easier to start a company, and never been harder to scale one | Brian Halligan (co-founder, HubSpot)",podcasts/brian-halligan.md,Brian Halligan
"Sequoia CEO coach: Why it’s never been easier to start a company, and never been harder to scale one","I think misery loves company on this. So, what I do, the table is 15 CEOs of companies under 100 employees and the adults' table are CEOs of companies over 100 employees, about 15 of them.",Lenny's Podcast,"Sequoia CEO coach: Why it’s never been easier to start a company, and never been harder to scale one | Brian Halligan (co-founder, HubSpot)",podcasts/brian-halligan.md,Brian Halligan
"Sequoia CEO coach: Why it’s never been easier to start a company, and never been harder to scale one","And at some point I was like, why are we spending so much time on employee net promoter scores? Let's say our employee net promoter score was 60, and our customer net promoter score is 25, I was like, we need to take...",Lenny's Podcast,"Sequoia CEO coach: Why it’s never been easier to start a company, and never been harder to scale one | Brian Halligan (co-founder, HubSpot)",podcasts/brian-halligan.md,Brian Halligan
"Sequoia CEO coach: Why it’s never been easier to start a company, and never been harder to scale one","Well, I would say if you are a CEO and you're interested in scaling, I think the Halliganism posts is all the mistakes I made in my 15 years of being CEO, I tried to summarize them there, to help you avoid them.",Lenny's Podcast,"Sequoia CEO coach: Why it’s never been easier to start a company, and never been harder to scale one | Brian Halligan (co-founder, HubSpot)",podcasts/brian-halligan.md,Brian Halligan
How Anthropic’s product team moves faster than anyone else,"Yeah. I think the big shift is that the 2024 generation of products were chat-based and the Claude Code generation of products is action-based, and the big aha moment people have is when Claude can just do things on your behalf.",Lenny's Podcast,"How Anthropic’s product team moves faster than anyone else | Cat Wu (Head of Product, Claude Code)",podcasts/cat-wu.md,Cat Wu
How Block is becoming the most AI-native enterprise in the world,And so those kinds of things I think have made it much different and how we hire and we no longer see engineers as a commodity to just add 100 people to go and build the next product in Cash App.,Lenny's Podcast,How Block is becoming the most AI-native enterprise in the world | Dhanji R. Prasanna,podcasts/dhanji-r-prasanna.md,Dhanji R. Prasanna
"The Godmother of AI on jobs, robots & why world models are next","2016, I think because that was-",Lenny's Podcast,"The Godmother of AI on jobs, robots & why world models are next | Dr. Fei-Fei Li",podcasts/dr-fei-fei-li.md,Dr. Fei Fei Li
"The Godmother of AI on jobs, robots & why world models are next","That was the changing. Some people start calling it AI, but I think if you look at the Silicon Valley tech companies, if you trace their marketing term, I think 2017-ish was the beginning of companies calling themselves AI companies.",Lenny's Podcast,"The Godmother of AI on jobs, robots & why world models are next | Dr. Fei-Fei Li",podcasts/dr-fei-fei-li.md,Dr. Fei Fei Li
The 100-person AI lab that became Anthropic and Google's secret weapon,"Yeah, so we hit over a billion of revenue last year with under 100 people. And I think we're going to see companies with even crazier ratios, like 100 billion per employee in the next few years.",Lenny's Podcast,The 100-person AI lab that became Anthropic and Google's secret weapon | Edwin Chen (Surge AI),podcasts/edwin-chen.md,Edwin Chen
The 100-person AI lab that became Anthropic and Google's secret weapon,"So I'm certainly on the longer time horizon front. I think people don't realize that there's a big difference between moving from 80% performance to 90% performance to 99% performance to 99.9% performance, and so on, and so on.",Lenny's Podcast,The 100-person AI lab that became Anthropic and Google's secret weapon | Edwin Chen (Surge AI),podcasts/edwin-chen.md,Edwin Chen
What world-class GTM looks like in 2026,"With AI, it's just intensified because you have 10 players pursuing the same market opportunity and so your ability to actually bring the product to market to differentiate yourself from the competition has become more strategically important than it was previously.",Lenny's Podcast,"What world-class GTM looks like in 2026 | Jeanne DeWitt Grosser (Vercel, Stripe, Google)",podcasts/jeanne-grosser.md,Jeanne DeWitt Grosser
Jeetu Patel,"It was an amazing thing to pull off, because we never thought we'd be able to do it, and we were really worried going into it, thinking, ""Well, we're trying to do fireside chats for 12 hours, and there's a capacity of human absorption that we're trying to…",Lenny's Podcast,Jeetu Patel,podcasts/jeetu-patel.md,Jeetu Patel
10 contrarian leadership truths every leader needs to hear,"And I think it's important to remember, I'm 45 years old, we're going to be on the planet, the average age of a man in the United States when he dies is something in the mid 70s.",Lenny's Podcast,10 contrarian leadership truths every leader needs to hear | Matt MacInnis (Rippling),podcasts/matt-macinnis.md,Matt MacInnis
